Record Number,Aspect Value,Aspect Name
4693,Gel-Lyte,B-Produktlinie
4693,III 4949,B-Modell
4693,/,B-No Tag
4693,US 10.5,B-US-Schuhgröße
4694,Nike,B-Marke
4694,Air Vapormax,B-Produktlinie
4694,Plus,B-Modell
4694,EUR,B-EU-Schuhgröße
4694,GR,B-No Tag
4694,.45,B-EU-Schuhgröße
4694,Blau,B-Farbe
4694,Neu,B-No Tag
4694,Herren,B-Abteilung
4694,Schuhe,B-Produktart
4694,Sneaker,B-Stil
4694,Sport,B-Anlass
4695,DOLCE & GABBANA,B-Marke
4695,Krokodilleder,B-Obermaterial
4695,Slip-On,B-Verschluss
4695,Sneaker,B-Stil
4695,Schuhe,B-Produktart
4695,LONDON,B-Herstellungsland und -region
4695,Leopard,B-Muster
4695,Grau,B-Farbe
4695,08737,B-Herstellernummer
4696,Neu,B-No Tag
4696,original,I-No Tag
4696,Herrenshuhe,B-Produktart
4696,Fila,B-Marke
4696,Trail WK,B-Modell
4696,1010913-1FG,B-Herstellernummer
4696,Sneaker,B-Stil
4696,Turnschuhe,B-Produktart
4697,Tods,B-Marke
4697,Damenschuh,B-Produktart
4697,Sneaker,B-Stil
4697,Gr,B-No Tag
4697,.,I-No Tag
4697,38,B-EU-Schuhgröße
4698,Unisex,B-Abteilung
4698,Ultraleicht,B-Besonderheiten
4698,Laufschuhe Turnschuhe Barfußschuhe,B-Produktart
4698,Running,B-Aktivität
4698,Schuhe,B-Produktart
4699,VANS,B-Marke
4699,in,B-No Tag
4699,Übergrößen,I-No Tag
4699,-,I-No Tag
4699,DOHENY,B-Modell
4699,(,B-No Tag
4699,C&L,B-Modell
4699,),B-No Tag
4699,black white,B-Farbe
4700,Timberland,B-Marke
4700,Formentor,B-Modell
4700,40 41 42 43 45,B-EU-Schuhgröße
4700,Boot Segelschuhe,B-Produktart
4700,VENT,B-Besonderheiten
4700,P2I 97153,B-Herstellernummer
4701,Buffalo,B-Marke
4701,Herren,B-Abteilung
4701,Schuhe,B-Produktart
4701,Sneaker,B-Stil
4701,Schnürschuhe,B-Produktart
4701,ES 1132,B-Herstellernummer
4701,Suede,B-Obermaterial
4701,Troia 01,B-Modell
4701,grau-braun,B-Farbe
4702,Nike,B-Marke
4702,Air Max,B-Produktlinie
4702,90,B-Modell
4702,WMNS,B-Abteilung
4702,Weiß Grau Schwarz Lila,B-Farbe
4702,Gr,B-No Tag
4702,.,I-No Tag
4702,"37,5",B-EU-Schuhgröße
4702,",",B-No Tag
4702,38,B-EU-Schuhgröße
4702,NEU,B-No Tag
4702,&,I-No Tag
4702,OVP,I-No Tag
4702,CD0490 103,B-Herstellernummer
4703,EU,B-EU-Schuhgröße
4703,Größe,B-No Tag
4703,42,B-EU-Schuhgröße
4703,-,B-No Tag
4703,ASICS,B-Marke
4703,GEL,B-Produktlinie
4703,Kayano Trainer,B-Modell
4703,x,B-No Tag
4703,Packer Shoes,B-Marke
4703,All Roads Lead to Teaneck,B-Modell
4704,Puma,B-Marke
4704,Rebound LayUp SD,B-Modell
4704,Fur,B-Futtermaterial
4704,Winterstiefel,B-No Tag
4704,Boots,B-Produktart
4704,Herren,B-Abteilung
4704,Sneaker,B-Stil
4704,gefüttert,B-Besonderheiten
4704,369831,B-Herstellernummer
4705,Schuhe,B-Produktart
4705,-,B-No Tag
4705,Sneaker,B-Stil
4705,-,B-No Tag
4705,Nike,B-Marke
4705,Internationalist,B-Produktlinie
4705,828407 004,B-Herstellernummer
4705,Stealth,B-Farbe
4705,/,B-No Tag
4705,Gris Fonce,B-Farbe
4705,/,B-No Tag
4705,Black Som,B-Farbe
4706,Nike,B-Marke
4706,Air Max,B-Produktlinie
4706,VG-R,B-Modell
4706,Herren,B-Abteilung
4706,Sneaker,B-Stil
4706,Schwarz,B-Farbe
4706,CK7583-001,B-Herstellernummer
4706,Sport,B-Anlass
4706,Fitness,B-Aktivität
4706,Freizeit,B-Anlass
4706,Schuh,B-Produktart
4707,Art 432,B-Modell
4707,Neon,B-Farbe
4707,Luftpolster,B-Dämpfungsgrad
4707,Turnschuhe Schuhe,B-Produktart
4707,Sneaker,B-Stil
4707,Sportschuhe,B-Produktart
4707,Neu,B-No Tag
4707,Herren,B-Abteilung
4708,CALVIN KLEIN JEANS,B-Marke
4708,Reika,B-Modell
4708,Damen Women,B-Abteilung
4708,Sneaker,B-Stil
4708,Schuhe Shoes,B-Produktart
4708,Schwarz,B-Farbe
4708,"36,37,39,40,41",B-EU-Schuhgröße
4709,Reebok,B-Marke
4709,BS8972,B-Herstellernummer
4709,Classic,B-Produktlinie
4709,Junior,B-Abteilung
4709,Schuhe,B-Produktart
4709,Sneaker,B-Stil
4709,Turnschuhe,B-Produktart
4709,Kinder Mädchen,B-Abteilung
4709,Echtleder,B-Obermaterial
4710,Nike,B-Marke
4710,Air Jordan,B-Produktlinie
4710,1 Retro,B-Modell
4710,High,B-Schuhschaft-Typ
4710,Off White University Blue,B-Farbe
4710,UNC,B-No Tag
4710,US9 .5,B-US-Schuhgröße
4710,EU43,B-EU-Schuhgröße
4710,AQ0818-148,B-Herstellernummer
4711,FILA,B-Marke
4711,COUNTDOWN,B-Modell
4711,LOW,B-Schuhschaft-Typ
4711,WHITE,B-Farbe
4711,SNEAKERS,B-Stil
4711,HERREN,B-Abteilung
4711,SCHUHE,B-Produktart
4711,1010709,B-Herstellernummer
4712,Vans,B-Marke
4712,U CLASSIC,B-Modell
4712,SLIP-ON,B-Verschluss
4712,Herren,B-Abteilung
4712,Sneaker,B-Stil
4712,Schuhe,B-Produktart
4712,Freizeit,B-Anlass
4712,Skate,B-Aktivität
4712,Lifestyle,B-No Tag
4712,Schwarz,B-Farbe
4713,Neu,B-No Tag
4713,CONVERSE,B-Marke
4713,Chuck Taylor All Star,B-Produktlinie
4713,Sneakers,B-Stil
4713,High,B-Schuhschaft-Typ
4713,7117662,B-Herstellernummer
4713,für,B-No Tag
4713,Herren,B-Abteilung
4713,und,B-No Tag
4713,Damen,B-Abteilung
4714,Skechers,B-Marke
4714,Sport,B-Anlass
4714,Womens,B-Abteilung
4714,DYNAMIGHT,B-Produktlinie
4714,2.0 HOMESPUN,B-Modell
4714,Sneakers,B-Stil
4714,Women,B-Abteilung
4714,Blau,B-Farbe
4715,adidas,B-Marke
4715,Continental Vulc,B-Modell
4715,Schuhe,B-Produktart
4715,Erwachsene,B-Abteilung
4716,Bugatti,B-Marke
4716,Schuhe,B-Produktart
4716,PLASMA,B-Modell
4716,beige,B-Farbe
4716,Herrenschuhe,B-Abteilung
4716,341-A7160-6900 5200,B-Herstellernummer
4716,NEU,B-No Tag
4717,Adidas,B-Marke
4717,Terrex,B-Produktlinie
4717,Agravic TR,B-Modell
4717,FW1452,B-Herstellernummer
4717,Herren,B-Abteilung
4717,Trekking,B-Aktivität
4717,/,B-No Tag
4717,Wanderschuhe,B-Produktart
4718,Neu,B-No Tag
4718,Damen,B-Abteilung
4718,FILA,B-Marke
4718,Original,B-No Tag
4718,Laufen,B-Aktivität
4718,Primavera,B-Modell
4718,Weiß Neon Grün,B-Farbe
4718,Grob,B-Gewebeart
4718,Sneakers,B-Stil
4719,Puma,B-Marke
4719,Sneaker,B-Stil
4719,low,B-Schuhschaft-Typ
4719,Puma,B-Marke
4719,Smash v2,B-Modell
4719,L 365215,B-Herstellernummer
4720,Nike,B-Marke
4720,Air Jordan,B-Produktlinie
4720,1,B-Modell
4720,Mid,B-Schuhschaft-Typ
4720,White,B-Farbe
4720,/,B-No Tag
4720,Gym,B-Anlass
4720,Red,B-Farbe
4720,554724 122,B-Herstellernummer
4721,Slazenger,B-Marke
4721,Herren,B-Abteilung
4721,Jigsaw,B-Modell
4721,Low Top,B-Schuhschaft-Typ
4721,Turnschuhe Laufschuhe Sportschuhe,B-Produktart
4721,Schnürung,B-Verschluss
4722,Herren,B-Abteilung
4722,Adidas,B-Marke
4722,Nmd_XR1,B-Modell
4722,-,B-No Tag
4722,S76850,B-Herstellernummer
4722,-,B-No Tag
4722,Bunt,I-No Tag
4722,Turnschuhe,B-Produktart
4723,Skechers,B-Marke
4723,Flex,B-Produktlinie
4723,Appeal 3.0,B-Modell
4723,Sneaker,B-Stil
4723,Sportschuhe,B-Produktart
4723,Slipper,B-No Tag
4723,Halbschuhe,B-Produktart
4723,Freizeit,B-Anlass
4724,CONVERSE,B-Marke
4724,All Star,B-Produktlinie
4724,SKATERBOARDING,B-Aktivität
4724,UNISEX,B-Abteilung
4724,Skater,B-Aktivität
4724,Schuhe,B-Produktart
4724,Leder,B-Obermaterial
4724,Gr,B-No Tag
4724,".41,5",B-EU-Schuhgröße
4724,(,B-No Tag
4724,US9,B-US-Schuhgröße
4724,),B-No Tag
4724,Neuw,I-No Tag
4725,Herren,B-Abteilung
4725,Schuhe,B-Produktart
4725,Nike,B-Marke
4725,Größe,B-No Tag
4725,-,I-No Tag
4725,45,B-EU-Schuhgröße
4725,grau blau gelb,B-Farbe
4726,NEU,B-No Tag
4726,Converse,B-Marke
4726,Hightop,B-Schuhschaft-Typ
4726,Double Upper,B-Modell
4726,Gr,B-No Tag
4726,.,I-No Tag
4726,38,B-EU-Schuhgröße
4726,Leder,B-Obermaterial
4726,braun,B-Farbe
4726,NEU,B-No Tag
4727,Geox,B-Marke
4727,U Snake K,B-Modell
4727,beige,B-Farbe
4727,Sneaker,B-Stil
4727,Schnürer,B-Verschluss
4727,RESPIRA,B-Modell
4727,Top,B-No Tag
4727,Trend,I-No Tag
4727,NEU,I-No Tag
4727,U4207K C0845,B-Herstellernummer
4728,Nike,B-Marke
4728,Offline,B-Modell
4728,Sneaker,B-Stil
4728,Freizeitschuhe Sportschuhe Laufschuhe,B-Produktart
4728,Sneaker,B-Stil
4728,EU 42,B-EU-Schuhgröße
4729,Rieker,B-Marke
4729,Herrenschuhe,B-Abteilung
4729,Slipper,B-No Tag
4729,Sneaker,B-Stil
4729,Sommer,B-Jahreszeit
4729,Halbschuhe Freizeit Schuhe,B-Produktart
4729,Grau,B-Farbe
4729,20584,B-Herstellernummer
4730,Asics,B-Marke
4730,Gel,B-Produktlinie
4730,Kayano,B-Modell
4730,Trainer,B-Produktart
4730,Knit,B-Obermaterial
4730,Herren,B-Abteilung
4730,Running,B-Aktivität
4730,Sneaker,B-Stil
4730,Fitness,B-Aktivität
4730,Schuhe,B-Produktart
4730,-,B-No Tag
4730,Rot,B-Farbe
4731,adidas,B-Marke
4731,8K,B-Modell
4731,2020,B-Erscheinungsjahr
4731,Damen,B-Abteilung
4731,Sneaker,B-Stil
4731,Laufschuhe Turnschuhe Schuhe,B-Produktart
4731,Leder,B-Obermaterial
4731,FW0997,B-Herstellernummer
4732,NEU,B-No Tag
4732,Hummel,B-Marke
4732,Brian,B-Modell
4732,Indoor Turf,B-Anlass
4732,Schuhe Hallenschuhe Fußballschuhe Sportschuhe,B-Produktart
4733,TOM FORD,B-Marke
4733,James,B-Modell
4733,Leather Suede,B-Obermaterial
4733,Low Top,B-Schuhschaft-Typ
4733,Trainers,B-Produktart
4733,Sneakers,B-Stil
4733,Schuhe,B-Produktart
4733,Iconic,B-Modell
4733,Shoes,B-Produktart
4733,42,B-EU-Schuhgröße
4734,Adidas,B-Marke
4734,F / 1.4,B-Modell
4734,PK,B-Produktlinie
4734,Sneaker,B-Stil
4734,Turnschuhe,B-Produktart
4734,Herrenschuhe,B-Abteilung
4734,Damenschuhe,I-Abteilung
4734,BY9395,B-Herstellernummer
4734,Unisex,B-Abteilung
4734,Neu,B-No Tag
4734,!,I-No Tag
4735,Nike,B-Marke
4735,Air Max,B-Produktlinie
4735,90,B-Modell
4735,herren,B-Abteilung
4736,Nike,B-Marke
4736,Reax 8 TR,B-Modell
4736,Mesh,B-Gewebeart
4736,Herren,B-Abteilung
4736,Sneaker,B-Stil
4736,low,B-Schuhschaft-Typ
4736,Turnschuhe Sportschuhe Freizeitschuhe,B-Produktart
4737,Fila,B-Marke
4737,Trekkingschuhe Freizeitschuhe,B-Produktart
4737,neuwertig,B-No Tag
4737,Gr,I-No Tag
4737,.39,B-EU-Schuhgröße
4737,ovp,B-No Tag
4738,Herren,B-Abteilung
4738,Sneaker,B-Stil
4738,Hallenschuhe Turnschuhe,B-Produktart
4738,Indoor,B-Anlass
4738,Sportschuhe,B-Produktart
4738,Klettverschluss,B-Verschluss
4738,51079,B-No Tag
4739,Adidas,B-Marke
4739,PulseBoost,B-Produktlinie
4739,HD X Missoni,B-Modell
4739,Laufschuhe,B-Produktart
4739,Sneaker,B-Stil
4739,Turnschuhe Schuhe,B-Produktart
4739,EF7548,B-Herstellernummer
4739,NEU,B-No Tag
4740,ADIDAS,B-Marke
4740,ORIGINALS,B-Produktlinie
4740,JEANS,B-Gewebeart
4740,SCHUH,B-Produktart
4741,K Swiss,B-Marke
4741,Gen-K Icon,B-Modell
4741,Herren,B-Abteilung
4741,Sneaker,B-Stil
4741,Schuhe Turnschuhe,B-Produktart
4741,05577,B-Herstellernummer
4741,(,B-No Tag
4741,Schwarz,B-Farbe
4741,002,B-No Tag
4741,),I-No Tag
4742,Camel Active,B-Marke
4742,Bud 6,B-Modell
4742,Herren,B-Abteilung
4742,Halbschuhe,B-Produktart
4742,Schnürer,B-Verschluss
4742,Schuhe,B-Produktart
4742,Leder,B-Obermaterial
4742,21234426-C67,B-Herstellernummer
4742,Gr,B-No Tag
4742,.,I-No Tag
4742,41,B-EU-Schuhgröße
4743,Nike,B-Marke
4743,Air Max,B-Produktlinie
4743,Plus AMD BG,B-Modell
4743,Black White,B-Farbe
4743,selten,B-No Tag
4743,Größe,I-No Tag
4743,36,B-EU-Schuhgröße
4743,schwarz,B-Farbe
4743,AO5437 001,B-Herstellernummer
4744,Five Ten,B-Marke
4744,Guide Tennie 5407,B-Modell
4744,Stealth,B-No Tag
4744,Wanderschuhe OutdoorSchuhe,B-Produktart
4744,Trekking Trail,B-Aktivität
4745,New Balance,B-Marke
4745,ML574 Core,B-Modell
4745,Classic,B-Produktlinie
4745,Herren-Schuhe,B-Produktart
4745,Sneaker,B-Stil
4745,Leder,B-Obermaterial
4745,rot,B-Farbe
4745,/,B-No Tag
4745,blau,B-Farbe
4745,/,B-No Tag
4745,schwarz,B-Farbe
4745,/,B-No Tag
4745,bord,I-No Tag
4746,Waldläufer,B-Marke
4746,Kimari-Soft,B-Besonderheiten
4746,Sneaker,B-Stil
4746,carbon asphalt,B-Farbe
4747,ASICS,B-Marke
4747,Gel-Quantum,B-Produktlinie
4747,180,B-Modell
4747,1021A29-001,B-Herstellernummer
4747,Gr,B-No Tag
4747,"46,5",B-EU-Schuhgröße
4747,Us 12,B-US-Schuhgröße
4747,Uk 11,B-UK-Schuhgröße
4747,"CM 29,5",B-Maßeinheit
4748,Puma,B-Marke
4748,Muse Echo EP,B-Modell
4748,WN 's,B-Abteilung
4748,365522 02,B-Herstellernummer
4748,Damen,B-Abteilung
4748,Sneaker,B-Stil
4748,Schuhe,B-Produktart
4748,grau-weiß,B-Farbe
4749,ETNIES,B-Marke
4749,MARANA,B-Modell
4749,Black Brown,B-Farbe
4749,Skaterschuh,B-Produktart
4749,Fader,B-Produktlinie
4749,[,B-No Tag
4749,4101000403 590,B-Herstellernummer
4749,],B-No Tag
4749,Gr,I-No Tag
4749,.,I-No Tag
4749,41,B-EU-Schuhgröße
4749,NEU,B-No Tag
4749,OVP,I-No Tag
4750,Puma,B-Marke
4750,Smash v2,B-Modell
4750,Herren,B-Abteilung
4750,Schuhe,B-Produktart
4750,Sneaker,B-Stil
4750,Turnschuhe,B-Produktart
4750,364989,B-Herstellernummer
4750,(,B-No Tag
4750,Grau,B-Farbe
4750,32,B-No Tag
4750,),I-No Tag
4751,Nike,B-Marke
4751,Court,B-Produktlinie
4751,Royale,B-Modell
4751,Canvas,B-Gewebeart
4751,Sneaker,B-Stil
4751,Herren,B-Abteilung
4751,Weiß,B-Farbe
4751,(,B-No Tag
4751,AA2156-103,B-Herstellernummer
4751,),B-No Tag
4751,NEU,I-No Tag
4752,Skechers,B-Marke
4752,Bobs Squad,B-Produktlinie
4752,Tough Glam League,B-Modell
4752,Damen,B-Abteilung
4752,Sneaker,B-Stil
4752,Halbschuh,B-Produktart
4752,Weiß,B-Farbe
4752,31347-WHT,B-Herstellernummer
4753,adidas,B-Marke
4753,UltraBoost,B-Produktlinie
4753,DNA Chinese,B-Modell
4753,New Year,B-Produktlinie
4753,Sneaker,B-Stil
4753,Schuhe,B-Produktart
4753,Grau,B-Farbe
4753,Herren,B-Abteilung
4753,FW4313,B-Herstellernummer
4754,Puma,B-Marke
4754,Sneaker,B-Stil
4754,Axelion NXT Softfoam,B-Modell
4754,schwarz,B-Farbe
4754,/,B-No Tag
4754,rot,B-Farbe
4755,Damen,B-Abteilung
4755,Schuhe Sportschuhe,B-Produktart
4755,High Top,B-Schuhschaft-Typ
4755,Sneaker,B-Stil
4755,Basketball,B-Aktivität
4755,Beige,B-Farbe
4755,Neu,B-No Tag
4755,Gr.36-41,B-EU-Schuhgröße
4756,Puma,B-Marke
4756,Basket Heart,B-Modell
4756,Womens,B-Abteilung
4756,Trainers,B-Produktart
4756,Lace Up,B-Verschluss
4756,Copper Rose,B-Farbe
4756,Leather,B-Obermaterial
4756,365463 01,B-Herstellernummer
4756,D13,B-No Tag
4757,Adidas,B-Marke
4757,Damen,B-Abteilung
4757,Sportschuhe,B-Produktart
4757,Sneaker,B-Stil
4757,EUR 38 2/3,B-EU-Schuhgröße
4757,Nr,B-No Tag
4757,.,I-No Tag
4757,22-J-6098,B-Herstellernummer
4758,NIKE,B-Marke
4758,Flex,B-Produktlinie
4758,2018 RN,B-Modell
4758,(,B-No Tag
4758,AA7397 009,B-Herstellernummer
4758,),B-No Tag
4758,Schwarz,B-Farbe
4758,Sneakers,B-Stil
4758,Men,B-Abteilung
4758,Trainers,B-Produktart
4758,NEU,B-No Tag
4758,OVP,I-No Tag
4759,Bugatti,B-Marke
4759,(,B-No Tag
4759,321A38015000-4000,B-Herstellernummer
4759,),B-No Tag
4759,Herren,B-Abteilung
4759,Sneaker,B-Stil
4759,Navy Blau,B-Farbe
4759,Leder,B-Obermaterial
4759,Freizeitschuhe,B-Produktart
4760,SANTONI,B-Marke
4760,Schuhe,B-Produktart
4760,Herrenschuhe,B-Abteilung
4760,Freizeitschuhe,B-Produktart
4760,Sneaker,B-Stil
4760,-,B-No Tag
4760,GR,I-No Tag
4760,.,I-No Tag
4760,8,B-UK-Schuhgröße
4760,(,B-No Tag
4760,42,B-EU-Schuhgröße
4760,),B-No Tag
4760,-,I-No Tag
4760,NEU,I-No Tag
4761,Kanga Roos,B-Marke
4761,W-518,B-Modell
4762,Damen,B-Abteilung
4762,Sneakers,B-Stil
4762,Kult,B-No Tag
4762,Sportschuhe Stoffschuhe,B-Produktart
4762,Schnürer,B-Verschluss
4762,70861,B-No Tag
4762,Mode,I-No Tag
4763,Nike,B-Marke
4763,Air Zoom,B-Produktlinie
4763,Hyperfuse,B-Modell
4763,2013,B-No Tag
4763,Basketball,B-Aktivität
4763,Sportschuhe,B-Produktart
4763,Sneaker,B-Stil
4763,schwarz,B-Farbe
4763,615896 002,B-Herstellernummer
4764,NEW,B-No Tag
4764,Nike,B-Marke
4764,x,B-No Tag
4764,Off White,B-Marke
4764,Presto The Ten,B-Modell
4764,Black,B-Farbe
4764,100,B-No Tag
4764,%,I-No Tag
4764,AUTHENTIC,I-No Tag
4764,DS,I-No Tag
4764,10/10,I-No Tag
4764,EU46,B-EU-Schuhgröße
4764,US12,B-US-Schuhgröße
4764,UK11,B-UK-Schuhgröße
4765,Puma,B-Marke
4765,Stampd Clyde,B-Modell
4765,cameo,B-Muster
4765,brown,B-Farbe
4765,Sneaker,B-Stil
4765,/,B-No Tag
4765,Schuhe,B-Produktart
4765,rosa,B-Farbe
4765,362736 04,B-Herstellernummer
4766,NIKE,B-Marke
4766,HERREN,B-Abteilung
4766,TURNSCHUHE FREIZEITSCHUHE,B-Produktart
4766,SNEAKER,B-Stil
4766,CASUAL,B-Anlass
4766,ART,B-No Tag
4766,.,I-No Tag
4766,SOCK DART,B-Modell
4766,848475 200,B-Herstellernummer
4767,NIKE,B-Marke
4767,AIR JORDAN,B-Produktlinie
4767,1 RETRO,B-Modell
4767,HIGH,B-Schuhschaft-Typ
4767,OG,B-Modell
4767,UNC,B-No Tag
4767,UNIVERSITY BLUE,B-Farbe
4767,555088 134,B-Herstellernummer
4767,NEAKERS,B-No Tag
4767,MNES,B-Abteilung
4768,DAMEN,B-Abteilung
4768,ADIDAS,B-Marke
4768,SNEAKER,B-Stil
4768,SCHUH FREIZEITSCHUH,B-Produktart
4768,COURT 2.0,B-Modell
4768,WEISS,B-Farbe
4768,B42314,B-Herstellernummer
4768,Gr,B-No Tag
4768,.,I-No Tag
4768,39 1/3,B-EU-Schuhgröße
4768,NEU,B-No Tag
4769,Allbirds,B-Marke
4769,Tree Dashers,B-Modell
4769,Damen,B-Abteilung
4769,LAGERAUSVERKAUF,B-No Tag
4769,!!!,I-No Tag
4770,ADIDAS,B-Marke
4770,ULTRABOOST,B-Produktlinie
4770,19,B-Modell
4770,M,B-Abteilung
4770,SNEAKER,B-Stil
4770,LAUFSCHUHE,B-Produktart
4770,G27508,B-Herstellernummer
4770,GR,B-No Tag
4770,.,I-No Tag
4770,40 2/3,B-EU-Schuhgröße
4770,;,B-No Tag
4770,UK 7,B-UK-Schuhgröße
4770,SCHWARZ,B-Farbe
4771,PUMA,B-Marke
4771,ST,B-Modell
4771,Runner,B-Produktart
4771,v2 NL,B-Modell
4771,Sneaker,B-Stil
4771,Turnschuhe Sportschuhe Freizeitschuhe,B-Produktart
4771,365278,B-Herstellernummer
4772,New Balance,B-Marke
4772,U396BO,B-Modell
4772,Gr,B-No Tag
4772,.,I-No Tag
4772,wählbar,I-No Tag
4772,Neu,I-No Tag
4772,&,I-No Tag
4772,OVP,I-No Tag
4773,NEU,B-No Tag
4773,SKECHERS,B-Marke
4773,Damen,B-Abteilung
4773,Sportschuhe,B-Produktart
4773,GO WALK AIR,B-Produktlinie
4773,-,B-No Tag
4773,WINDCHILL,B-Modell
4773,Blau,B-Farbe
4773,Sneakers,B-Stil
4773,Turnschuhe,B-Produktart
4774,Nike,B-Marke
4774,Air Jordan 1,B-Produktlinie
4774,Mid,B-Schuhschaft-Typ
4774,Canyon,B-Modell
4774,Rust,B-Farbe
4774,-,B-No Tag
4774,EU40,B-EU-Schuhgröße
4774,US8 .5,B-US-Schuhgröße
4774,W,B-Abteilung
4774,-,B-No Tag
4774,Wie,I-No Tag
4774,Neu,I-No Tag
4774,-,I-No Tag
4774,Blitzversand,I-No Tag
4775,New Balance,B-Marke
4775,ML515BT3,B-Herstellernummer
4775,Classic,B-Produktlinie
4775,Herren,B-Abteilung
4775,Sneaker,B-Stil
4775,Sportschuhe,B-Produktart
4775,NEU,B-No Tag
4776,zeha,B-Marke
4776,berlin,B-Herstellungsland und -region
4776,carl häßner,B-Marke
4776,liga benisa,B-Modell
4776,grey,B-Farbe
4776,schuhe,B-Produktart
4776,sneaker,B-Stil
4776,rennrad,B-Anlass
4776,singlespeed,B-No Tag
4776,Fixi,I-No Tag
4777,U.S. POLO,B-Marke
4777,EXTE,B-Modell
4777,Herrenschuhe,B-Abteilung
4777,Sneaker,B-Stil
4777,Turnschuhe Sportschuhe,B-Produktart
4777,Freizeit,B-Anlass
4777,Originals,B-No Tag
4778,orig,B-No Tag
4778,.,I-No Tag
4778,Luxus,B-Thema
4778,Sneaker,B-Stil
4778,Louis Vuitton,B-Marke
4778,Klettverschluss,B-Verschluss
4778,Leder,B-Obermaterial
4778,silber,B-Farbe
4778,monogramm,B-Muster
4778,NP,B-No Tag
4778,620,I-No Tag
4778,€,I-No Tag
4779,2006,B-Herstellernummer
4779,Ice Cream,B-Farbe
4779,Billionaire Boys Club,B-Marke
4779,BBC,I-Marke
4779,Bape,I-Marke
4779,Sneaker,B-Stil
4779,Schuhe,B-Produktart
4779,US 11.5,B-US-Schuhgröße
4779,Board Flip,B-Modell
4780,Chucks,B-Produktlinie
4780,Converse,B-Marke
4780,Leder,B-Obermaterial
4780,weiß,B-Farbe
4780,fertig,B-No Tag
4780,gay,B-Produktlinie
4780,used,B-No Tag
4780,(,I-No Tag
4780,7,B-UK-Schuhgröße
4780,),B-No Tag
4781,Adidas,B-Marke
4781,Y-3 Yuben,B-Modell
4781,Mid,B-Schuhschaft-Typ
4781,Yohji,B-Produktlinie
4781,Yamamoto,B-Modell
4781,Sneaker,B-Stil
4781,Turnschuhe,B-Produktart
4781,weiß,B-Farbe
4781,EH1386,B-Herstellernummer
4781,Gr,B-No Tag
4781,40-47,B-EU-Schuhgröße
4781,NEU,B-No Tag
4782,adidas,B-Marke
4782,Originals Campus,B-Produktlinie
4782,Herren-Sneaker Turnschuhe Sportschuhe Sommerschuhe,B-Produktart
4782,NEU,B-No Tag
4783,Adidas,B-Marke
4783,ZX Flux ADV ASYM,B-Modell
4783,"39 40 40,5 41 43 46 47",B-EU-Schuhgröße
4783,BB3705,B-Herstellernummer
4783,deerupt,B-Modell
4783,runner,B-Produktart
4783,torsion zxz,B-Modell
4784,Herren,B-Abteilung
4784,Sportschuhe,B-Produktart
4784,New Balance,B-Marke
4784,[,B-No Tag
4784,CM997HEV,B-Herstellernummer
4784,],B-No Tag
4784,neu,I-No Tag
4785,Adidas,B-Marke
4785,TOP TEN,B-Produktlinie
4785,HI,B-Schuhschaft-Typ
4785,SLEEK,B-Modell
4785,warm,B-Besonderheiten
4785,Schuhe,B-Produktart
4785,Damenschuhe,B-Abteilung
4785,Sneaker,B-Stil
4785,Shohe,B-No Tag
4785,Winter,B-Jahreszeit
4786,Adidas,B-Marke
4786,Marquee,B-Modell
4786,Boost,B-Produktlinie
4786,Herren,B-Abteilung
4786,Basketball,B-Aktivität
4786,Schuhe,B-Produktart
4786,Sneaker,B-Stil
4786,schwarz-rot,B-Farbe
4786,Sneaker,B-Stil
4786,G27735,B-Herstellernummer
4787,Neu,B-No Tag
4787,Schuhe,B-Produktart
4787,KAPPA,B-Marke
4787,CHOSE SUN,B-Modell
4787,Herrenschuhe,B-Abteilung
4787,Sneaker,B-Stil
4787,Turnschuhe,B-Produktart
4787,Freizeit,B-Anlass
4787,Skateschuhe,B-Produktart
4788,Converse,B-Marke
4788,Chuck Taylor All Star,B-Produktlinie
4788,Unisex,B-Abteilung
4788,Schuhe,B-Produktart
4788,Final Club,B-Modell
4788,-,B-No Tag
4788,Nomad Khaki,B-Farbe
4788,168825c,B-Herstellernummer
4789,Converse,B-Marke
4789,Unisex,B-Abteilung
4789,Sneaker,B-Stil
4789,Schuhe,B-Produktart
4789,CT AS,B-Produktlinie
4789,KneeHi 1Q079,B-Modell
4789,chocolate,B-Farbe
4789,/,B-No Tag
4789,parch braun,B-Farbe
4790,Asics,B-Marke
4790,Gel,B-Produktlinie
4790,Kayano 5 OG,B-Modell
4790,Sneaker,B-Stil
4790,Lauf,B-Aktivität
4790,Halb,B-Schuhschaft-Typ
4790,Schuhe Turnschuhe,B-Produktart
4790,GR,B-No Tag
4790,46,B-EU-Schuhgröße
4790,Uk 10 1/2,B-UK-Schuhgröße
4791,adidas,B-Marke
4791,LA Trainer II,B-Modell
4791,Turnschuhe,B-Produktart
4791,Sneaker,B-Stil
4791,GV7554,B-Herstellernummer
4791,Weiß White,B-Farbe
4791,Sportschuhe,B-Produktart
4791,Herren,B-Abteilung
4792,Skecher,B-Marke
4792,Street,B-Modell
4792,UNO,B-Produktlinie
4792,SOLID AIR,B-Modell
4792,Sneakers,B-Stil
4792,Damen,B-Abteilung
4792,155132,B-Herstellernummer
4792,/,B-No Tag
4792,BBK,B-Farbe
4792,Schwarz,I-Farbe
4793,Marc Shoes,B-Marke
